,title,description,directed_by,written_by,produced_by,starring,cinematography,edited_by,release_date,country,language
56,African Apocalypse,"African Apocalypse is a 2020 documentary film directed and produced by Rob Lemkin. It features Femi Nylander and was produced by Geoff Arbourne and David Upshal. The film portrays a journey from Oxford, England, to Niger on the trail of a colonial killer called Captain Paul Voulet. Voulet’s descent into barbarity mirrors that of Kurtz in Joseph Conrad's Heart of Darkness. Nylander discovers that Voulet’s massacres happened at exactly the same time when Conrad wrote his book in 1899. In Niger, Nylander meets Nigerien communities along the route of Voulet’s trail who have lived with the legacy of his destruction.",Rob Lemkin,"Femi Nylander, Rob Lemkin","Geoff Arbourne, ; Rob Lemkin;, David Upshal","Femi Nylander, Toby Stephens, Stéphane Cornicard, Pierre Mignard, Christophe Hespel, Philippe Smolikowski, Amina Weira, Boubacar Assan Midal",Claude Garnier,David Charap,16 October 2020(LFF),"Niger, United Kingdom","English, French, Hausa"
57,After Love,"The film received its world premiere at the 2020 Toronto International Film Festival and had a theatrical release in the United Kingdom on 4 June 2021. The film received positive reviews from critics, with praise for Khan's direction and Scanlan's performance. Both were nominated at the 75th BAFTA awards, with Scanlan winning for best actress.",Aleem Khan,Aleem Khan,"Matthieu de Braconier, Gabrielle Dumon",Joanna Scanlan,Alexander Dynan,Gareth C. Scales,11 September 2020(Toronto),"United Kingdom, France","English, Arabic, French, Urdu"
58,After the Incident,A child named Ruhollah who decided to cope with the situation after an unfortunate incident and try to achieve his goals...,Pouria Heidary Oureh,Pouria Heidary Oureh,"Shahab Hosseini, Arshad Khan, Peter Stephanou","Javad Ezzati, Reza Kianian, Setareh Pesyani, Bahram Afshari, Ali Ansarian, Reza Naji, Sedigheh Kianfar, Gelareh Abassi, Nima Shabannejad, Yasna Mirtahmasb, Amirreza Ranjbaran",Alireza Barazandeh,Sara Ahani,21 October 2020(International Film Festival for Children and Youth),Iran,Persian
59,After Truth: Disinformation and the Cost of Fake News,"After Truth: Disinformation and the Cost of Fake News is a 2020 documentary television film directed by Andrew Rossi and executive produced by Brian Stelter. The film premiered on HBO on March 19, 2020.[1][2][3][4]",,,,,,,,,
60,After We Collided,"After We Collided is a 2020 American romantic drama film directed by Roger Kumble from a screenplay by Anna Todd and Mario Celaya, based on the 2014 novel of the same name by Todd. It is the sequel to After (2019) and the second installment in the After film series. The film stars Josephine Langford and Hero Fiennes Tiffin reprising their roles as Tessa Young and Hardin Scott, respectively, with Dylan Sprouse, Shane Paul McGhie, Candice King, Khadijha Red Thunder, Inanna Sarkis, Samuel Larsen, and Selma Blair in supporting roles.",Roger Kumble,,"Jennifer Gibgot, Nicolas Chartier, Anna Todd, Aron Levitz, Vassal Benford, Courtney Solomon, Mark Canton, Brian Pitt","Josephine Langford, Hero Fiennes Tiffin, Dylan Sprouse, Shane Paul McGhie, Candice King, Khadijha Red Thunder, Inanna Sarkis, Samuel Larsen, Selma Blair",Larry Reibman,Anita Brandt-Burgoyne,"September 2, 2020(Europe)",United States,English
61,Agatha and the Midnight Murders,"Agatha and the Midnight Murders is a 2020 British alternative history television drama film about crime writer Agatha Christie. The film premiered on Channel 5 in the United Kingdom on 5 October 2020,[1] and on PBS in the United States 25 May 2021.[2] It was directed by Joe Stephenson.[3]",,,,,,,,,
62,Aggie,"Aggie is a 2020 American documentary film, directed and produced by Catherine Gund. The film follows the story of art collector Agnes Gund, exploring the nexus of art, race, and justice.",Catherine Gund,,"Catherine Gund, Tanya Selvaratnam",,"Catherine Gund, Rachel Lears, Karen Song",Gil Seltzer,"January 24, 2020(Sundance)",United States,English
63,Agnès Varda,"A brief overview of the life and cinema of the French director, screenwriter, photographer, and installation artist Agnès Varda. Her work has been pioneering and central to the development of the highly influential French New Wave cinematic movement of the 1950s and 1960s. Historically, Varda is considered the mother of the New Wave.",Mohammad Mohammadian,Mohammad Mohammadian,,,,,2020,,English
64,Agony,"Agony (formerly titled The Executrix)[1][2] is a 2020 American thriller film directed by Michele Civetta and starring Asia Argento, Jonathan Caouette, Monica Guerritore, Ninetto Davoli, Franco Nero and Rade Šerbedžija.",Michele Civetta,"Michele Civetta, Joseph Schuman",,"Asia Argento, Jonathan Caouette, Monica Guerritore, Ninetto Davoli, Franco Nero, Rade Šerbedžija",,,"April 3, 2020",United States,English
65,Ahead of the Curve,"Ahead of the Curve is a 2020 American biographical documentary film co-produced and co-directed by Jen Rainin and Rivkah Beth Medow, with music composed by Meshell Ndegeocello. The film is based on the true story of Franco Stevens, one of the most influential women in lesbian history, and the founding publisher of Curve Magazine, a leading international lesbian lifestyle magazine. Portraying themselves in the film are, Franco Stevens, Kim Katrin, Denice Frohman, Amber Hikes, Andrea Pino-Silva, Melissa Etheridge and Jewelle Gomez. The documentary premiered in June 2020 at the San Francisco International LGBTQ+ Film Festival.[2]","Jen Rainin, Rivkah Beth Medow",,"Jen Rainin, Rivkah Beth Medow","Franco Stevens, Kim Katrin, Denice Frohman, Amber Hikes, Andrea Pino-Silva",Svetlana Cvetko,Jessica Congdon,June 2020(Frameline)1,"Canada, United States",English
66,AI Amok,"Tay Yek Keak of Today rated the film 3 stars out of 5 and wrote, ""This is a too-even, too-predictable flick crying out for a better ‘gotcha!’ ending than the one it thinks we'd be surprised by. It's still something that's pretty okay to see, but nope, there's no mind-blowing shock here.""[1]",Yu Irie,Yu Irie,Naoaki Kitajima,"Takao Osawa, Kento Kaku, Alice Hirose, Takanori Iwata, Masahiro Takashima, Sei Ashina, Tina Tamashiro, Kimiko Yo, Nanako Matsushima, Tomokazu Miura","Shoichi Ato, [, ja, ]","Tsuyoshi Imai, [, ja, ]",31 January 2020,Japan,Japanese
67,Ainaa Jhyal Ko Putali,"Ainaa Jhyal Ko Putali (Nepali: ऐना झ्यालको पुतली; transl. Butterfly on the Windowpane) is a 2020 Nepali coming-of-age film written and directed by Sujit Bidari under the banner of Icefall Productions and Local Cinema. The film is Nepal's submission for the 95th Academy Awards for Best International Feature Film.[3][4][5] It is the first Nepali film to compete for prize worth of 30,000 US dollars in 25th Busan International Film Festival for the category New Currents in 2020.[1][6] Bidari also won the best director award in 2022 Dhaka International Film Festival.[7] Released on September 9, 2022, the film stars Kanchan Chimariya, Dinesh Khatri, Siru Bista, and Ashok Shiwakoti, with the first two making their film debuts; similarly it was the first film for most of the actors who worked on it.[6] The title of the film is inspired by a poem of Madhav Prasad Ghimire with the same title.",Sujit Bidari,Sujit Bidari,"Prabin Syangbo, Aakash Poudel, Sujit Bidari, Ram Krishna Pokharel","Kanchan Chimariya, Dinesh Khatri, Siru Bista, Bisha Chamling Rai",Amar Maharjan,Kiran Shrestha,October 2020(Busan),Nepal,Nepali
68,Ainu Mosir,"Ainu Mosir (Ainu: アイヌモシㇼ, lit. 'the land of the Ainu; Hokkaido') is a 2020 Japanese drama film directed by Takeshi Fukunaga. The film follows a young Ainu boy grappling with the tensions between his traditional heritage, modern Japan, and his personal beliefs. It premiered at the Tribeca Film Festival.[1][2]",Takeshi Fukunaga,Takeshi Fukunaga,"Eric Nyari, Harue Miyake","Kanto Shimokura, Debo Akibe, Emi Shimokura, Toko Miura, Lily Franky",Sean Price Williams,Keiko Deguchi,April 2020,"Japan, United States, China",Japanese
69,Air Conditioner,"When the air-conditioners mysteriously start to fall in the city of Luanda, Matacedo (security guard) and Zezinha (housemaid) have the mission of retrieving their boss's air conditioner.",Fradique,,,,,,January 2020(Rotterdam)12,Angola,Portuguese
70,Airplane Mode,"Airplane Mode (Portuguese: Modo Avião) is a 2020 Brazilian comedy film directed by César Rodrigues from a screenplay by Alberto Bremer and written by Renato Fagundes and Alice Name-Bomtempo. It stars Larissa Manoela, Erasmo Carlos, Katiuscia Canoro, André Frambach and Dani Ornellas.[1] The film was released on 23 January 2020 by Netflix.[2]",César Rodrigues,"Renato Fagundes, Alice Name-Bomtempo",Luiz Noronha,"Larissa Manoela, Erasmo Carlos, Katiuscia Canoro, André Frambach, Dani Ornellas, Eike Duarte, Nayobe Nzainab",,,23 January 2020,Brazil,Portuguese
71,Aiyai: Wrathful Soul,"Aiyai: Wrathful Soul is a 2020 Australian psychological, supernatural, mystery thriller directed by Ilanthirayan Alan Arumugam in his directorial debut while the script was made alongside Mukund Ramanad and Charles Benedict. The film was produced by Kanesh Mohana Sundaram of Aiyai Pty Ltd.[1][2][3] The film premiered on 28 February 2020.[4]",Ilanthirayan Alan Arumugam,,,"Kabir Singh, Tahlia Jade Holt, Pennyanne Lace",Damien Beebe,Roberto Merlini,28 February 2020,Australia,English
72,AK vs AK,"AK vs AK is a 2020 Indian Hindi-language black comedy thriller film directed by Vikramaditya Motwane and is the first release under his banner Andolan Films.  Anurag Kashyap, the executive producer and dialogue writer, also stars alongside Anil Kapoor as the title characters with Harshvardhan Kapoor and debutante Yogita Bihani in pivotal roles.",Vikramaditya Motwane,,"Deepa De Motwane, Anurag Kashyap, David Taghioff","Anil Kapoor, Anurag Kashyap, Harshvardhan Kapoor, Yogita Bihani",Swapnil S. Sonawane,Bunty Bhansali,24 December 2020,India,Hindi
73,AK-47,"Elena Kalashnikova, the designer's daughter and a consultant to the Kalashnikov Concern, took part in the production of the film. The film was directed by Konstantin Buslov, and stars Yura Borisov, Olga Lerman, Artur Smolyaninov, and Eldar Kalimulin.[4][5][6]",Konstantin Buslov,"Anatoliy Usov, Sergei Bodrov, Aleksey Borodachyov","Konstantin Buslov, Sergei Bodrov","Yura Borisov, Olga Lerman, Artur Smolyaninov, Valery Barinov, Anatoly Lobotsky",Levan Kapanadze,Margarita Smirnova,"February 21, 2020(Russia)",Russia,Russian
74,Akilla's Escape,"Akilla's Escape is a 2020 drama film, directed by Charles Officer,[2] his final feature prior to his death in 2023. The film stars Saul Williams as Akilla, a marijuana dealer retiring from the business following legalization, who tries to rescue a young boy (Thamela Mpumlwana) from being drawn into a life of crime.[2]",Charles Officer,"Charles Officer, Wendy Motion Brathwaite",Jake Yanowski,"Saul Williams, Thamela Mpumlwana, Donisha Prendergast, Vic Mensa",Maya Bankovic,Andres Landau,"September 12, 2020(TIFF)1","Canada, United States",English
75,Al Mallu,"Al Mallu is a 2020 Indian Malayalam-language comedy drama film directed by Boban Samuel, produced by Sajils Majeed under the banner of Mehfil Productions.[1] It stars Namitha Pramod and Miya George in lead roles.[2]",Boban Samuel,,Sajils Majeed,"Namitha Pramod, Miya George, Lal, Siddique, Fariz Majeed, Anoop Majeed, Dharmajan Bolgatty, Mithun Ramesh, Sheelu Abraham, Varada",Vivek Menon,Deepu Joseph,17 January 2020,India,Malayalam
76,Al-Sit,"The film was shot in and around Khartoum and Aezzazh village in Sudan. It had its international premiere at Clermont-Ferrand Short Film Festival in France on 2 February 2021,[10] and then premiered on 9 April 2021 in the United States and home Premiere in the first-ever hybrid edition of the Doha Film Institute's (DFI) 8th Ajyal Film Festival.[11][12][13][14]",Suzannah Mirghani,Suzannah Mirghani,"Suzannah Mirghani, Eiman Mirghani","Mihad Murtada, Rabeha Mohammed Mahmoud, Mohammed Magdi Hassan, Haram Basher, Alsir Majoub",Khaled Awad,"Abdelrahim Kattab, Suzannah Mirghani",19 November 2020(Ajyal Film Festival),"Sudan, Qatar",Arabic
77,Ala Kachuu – Take and Run,"Ala Kachuu was shown at the Oscar qualifying festivals 11th BronzeLens Film Festival, 45th Cleveland International Film Festival, 16th HollyShorts Film Festival and the 38th Flickers’ Rhode Island Film Festival, and was later nominated for Best Live Action Short Film at the 94th Academy Awards.[3]",Maria Brendle,Maria Brendle,"Nadine Lüchinger, Flavio Gerber, Mariana Méndez (executive producer)",,Gabriel Sandru,Luca Zuberbühler,August 2020,Switzerland,Kyrgyz
78,Ala Vaikunthapurramuloo,"Ala Vaikunthapurramuloo[note 1] (transl. There in Vaikuntapuram) is a 2020 Indian Telugu-language action comedy film[5][6] written and directed by Trivikram Srinivas. It was produced by Allu Aravind and S. Radha Krishna under their banners Geetha Arts and Haarika & Hassine Creations, respectively.[7] The film stars Allu Arjun and Pooja Hegde alongside a supporting cast of Jayaram, Tabu, Sushanth, Nivetha Pethuraj, Murali Sharma, Sachin Khedekar, Samuthirakani, Navdeep, Sunil, Harsha Vardhan, and Govind Padmasoorya.[1] It follows Bantu, a young man who endured criticism from his father his whole life. His world is turned upside down upon discovering that he was the real son of a millionaire switched at birth.",Trivikram Srinivas,Trivikram Srinivas,"Allu Aravind, S. Radha Krishna","Allu Arjun, Pooja Hegde, Jayaram, Tabu, Sushanth, Nivetha Pethuraj, Murali Sharma",P. S. Vinod,Naveen Nooli,12 January 2020,India,Telugu
79,Alex Wheatle,"Alex Wheatle is a 2020 historical drama film directed by Steve McQueen and co-written by McQueen and Alastair Siddons. It stars Sheyi Cole as Alex Wheatle, a Black British novelist who was sentenced to a term of imprisonment after the 1981 Brixton uprising. The film was released as part of the anthology series Small Axe on BBC One on 6 December 2020 and on Amazon Prime Video on 11 December 2020.[1]",,,,,,,,,
80,Algo con una mujer,"It was premiered on Cine.ar TV, and its VOD platform Cine.ar Play in June 2020, as Argentine Movie theaters were closed during the COVID-19 pandemic.[2][1]","Mariano Turek, Luján Loioco","Mariano Turek, Luján Loioco",,"María Soldi, Mabel Vignau, Abel Ayala, Miriam Odorico",Gustavo Biazzi,,"June 18, 20201",Argentina,Spanish
81,Alice and the Land that Wonders,"Alice and the Land that Wonders (original title: Alice e il Paese che si meraviglia) is a 2020/2021 Italian language arthouse experimental fantasy film by Giulia Grandinetti, based on her 2011 stage adaptation of Lewis Carroll's Alice books.[1] The film depicts in a non linear timeline, the world perceived by the character of Alice (Veronica Baleani) a 18 year old experiencing alienation at her birthday party who falls into a dream state, where she becomes Lewis Carroll's character and experiences adventures in a strange clinic. The film features music by Bernard Bursill Hall, and is produced by Giulia Grandinetti and Paolo Grandinetti. The film was completed via crowdfunding in 2019.[2] It has received various nominations and awards. It was distributed in Italy, the UK, and the US in 2021 by Amazon Prime Video.",Giulia Grandinetti,,Giulia Grandinetti,"Veronica Baleani, Maria Vittoria Argenti",Valerio Martorelli,Niccolò Notario,2020(Italy),Italy,Italian
82,Alien on Stage,"It won the Audience Award for best documentary at the 2021 Leeds International Film Festival,[3] and the Silver Scream Award at the 2021 Imagine Film Festival.[4]",,,,,,,,,
83,Aliens Stole My Body,"The film premiered on Netflix on August 4, 2020, in the United States.[1] It is the sequel to the 2018 film Aliens Ate My Homework.",Sean McNamara,,"Eric Carnagey, Roger Lay Jr.","Jayden Greig, George Takei, Dan Payne",Adam Sliwinski,Tony Dean Smith,"August 4, 2020",United States,English
