,title,description,directed_by,written_by,produced_by,starring,cinematography,edited_by,release_date,country,language
49,"1984, When the Sun Didn't Rise","1984, When The Sun Didn’t Rise is a 2018 documentary film directed by Teenaa Kaur Pasricha,[1][2] that delves into the lives of women residing in Delhi's Widow Colony.[3] This colony provides a home to the widows of Sikh men who lost their lives during the 1984 Sikh Genocide.[4] The film received several awards nationally and internationally including the National Film Award for Best Investigative Film in 2018.[5][6]",Teenaa Kaur Pasricha,Teenaa Kaur Pasricha,,,,,2018,India,Punjabi
50,1985,"1985 is a 2018 American drama film directed by Yen Tan and starring Cory Michael Smith, Virginia Madsen, Michael Chiklis, Aidan Langford, and Jamie Chung.[3] The film is an expansion of an earlier short film of the same name that Tan released in 2016.",Yen Tan,,"Ash Christian, HutcH","Cory Michael Smith, Virginia Madsen, Michael Chiklis, Aidan Langford, Jamie Chung","HutcH, [, 1, ]","Yen Tan, HutcH",9 March 2018(SXSW),United States,English
51,1991,"The film finished 2018 as the year's top-grossing Canadian film,[3] and was named the winner of the Golden Screen Award at the 7th Canadian Screen Awards.[4] It received 16 Prix Iris nominations at the 21st Quebec Cinema Awards, including Best Film.[5]",Ricardo Trogi,Ricardo Trogi,Nicole Robert,"Jean-Carl Boucher, Sandrine Bisson, Juliette Gosselin",Steve Asselin,Yvann Thibaudeau,"July 27, 2018",Canada,French
52,2036 Origin Unknown,2036 Origin Unknown was shot at West London Film Studios.[citation needed],Hasraf Dulull,"Hasraf Dulull (story), Gary Hall","Anis Shlewet, James T. Ryan","Katee Sackhoff, Julie Cox, Steven Cree, (voice only)",Adam Sculthorp,Jeremy Gibbs,8 June 2018,United Kingdom,English
53,2050,"2050 is a 2018 American independent science fiction drama film directed by Princeton Holt and starring Dean Cain, Stormi Maya, and Stefanie Bloom.  It premiered on November 16, 2018, at the Williamsburg Independent Film Festival and was released theatrically on March 1, 2019.[1] It was distributed by ANERKE.",Princeton Holt,Brian Ackley,"David Vaughn, Princeton Holt, Chris Riquinha, Brian Ackley","Irina Abraham, Devin Fuller, David Vaughn, Dean Cain",Jared Roybal,"Alex Bendo, Zach Lapidus","November 16, 2018(Williamsburg Independent Film Festival)",United States,English
54,3100: Run and Become,"3100: Run and Become is a documentary about why people run, with portraits of runners and what motivates them.[1] It was directed by Sanjay Rawal.",Sanjay Rawal,,"Tanya Meillier, Alexander Meillier, Sanjay Rawal",,,Alexander Meillier,"June 1, 2018",United States,English
55,Pulp Friction,"After graduating from South Kingstown High School in 1997, Atkinson received a bachelor's degree to conclude four years at University of Rhode Island.[1] He moved to San Diego and briefly studied comedy in Los Angeles at The Groundlings and The Second City. Atkinson later settled in Ocean Beach, San Diego.[2]",,,,,,,,,
56,Disavowing Voices,"In 2010, Saenjaroen organized a Siamese Smile Contest at the Chatuchak Weekend Market, in which participants competed to a continuous smile for as long as possible. For his 2013 performance work Disavowing Voices, he arranged for four vocalists unfamiliar with Thai to learn the Thai National Anthem and perform it.[1]",,,,,,,,,
57,Nightmare on Elm Street,"Jane Flannery Schoenbrun[3] was born to Jewish parents in Queens, New York, in 1987.[4][5] They were raised in Ardsley, New York.[6] They are the eldest of three siblings.[7]",,,,,,,,,
58,A ti te quería encontrar,,Javier Colinas,Tamara Argamasilla,,"Eréndira Ibarra, Erick Elias, Luis Arrieta, Paulette Hernández",Carlos Hidalgo,"Javier Colinas, Jorge García",9 June 2018(Los Angeles),Mexico,Spanish
59,A.I. Rising,"A.I. Rising (also known as Ederlezi[a] Rising and Ederlezi ébredése) is a 2018 English-language Serbian science fiction film directed by Lazar Bodroža and based on a 1980s short story by Zoran Nešković that was adapted for film by screenwriter Dimitrije Vojnov.[3] The film stars Sebastian Cavazza, Stoya, Marusa Majer, and Kirsty Besterman.","Lazar Bodroža, [, 1, ]",,Aleksandar Protić and Jonathan English,"Sebastian Cavazza, Stoya, Marusa Majer, Kirsty Besterman",Kosta Glusica,Milena Z. Petrovic,"February 25, 2018",Serbia,English
60,A.X.L.,"A.X.L. is a 2018 American science fiction adventure film written and directed by Oliver Daly and starring Alex Neustaedter, Becky G, Alex MacNicoll, Dominic Rains, and Thomas Jane. It tells the story of a teenage boy who encounters a robotic dog created from cutting edge military technology. It was released in the United States on August 24, 2018, by Global Road Entertainment, receiving generally negative reviews from critics and grossing $15 million above its $9 million budget.",Oliver Daly,Oliver Daly,"David S. Goyer, Gary Lucchesi, Tom Rosenberg, Kevin Turen, Richard S. Wright, Eric Reid","Alex Neustaedter, Becky G, Alex MacNicoll, Dominic Rains, Thomas Jane",Tim Orr,Jeff McEvoy,"August 24, 2018",United States,English
61,Aa Bb Kk,"Aa Bb Kk is a 2018 Indian Marathi-language feature film written by Aba Gaikwad and directed by Ramkumar Shedge and produced by Meehir Kulkarni. The film is based on social subject. It marks the debut film of Tamannaah Bhatia, Suniel Shetty and Nawazuddin Siddiqui  in Marathi cinema.[1][2]",Ramkumar Shedge,,Mihir Sudhir Kulkarni,"Mythili Patwardhan, Sahil Joshi",Mahesh Aney,,8 June 2018,India,Marathi
62,Aa Karaala Ratri,Aa Karaala Ratri (transl. 'That Intense Dark Night') is a 2018 Indian Kannada-language thriller film directed and produced by Dayal Padmanabhan. The film is based on a Kannada play by Mohan Habbu which was translated from the tragic English play Lithuania by Rupert Brooke.[2][3],Dayal Padmanabhan,Mohan Habbu,D Pictures,"Karthik Jayaram, Anupama Gowda, Rangayana Raghu, Veena Sundar",P. K. H. Das,Sri CrazyMindzz,13 July 20181,India,Kannada
63,Aabhaasam,"Aabhaasam is a 2018 Indian Malayalam-language social satirical film written and directed by Jubith Namradath. The film stars Suraj Venjaramoodu, Alencier Ley Lopez, Indrans, and Rima Kallingal.[1][2][3][4]",Jubith Namradath,,"Sanju Unnithan, Rajeev Ravi",Suraj Venjaramoodu,Prasanna S. Kumar,Shameer Muhammed,4 May 2018(India),India,Malayalam
64,Aadhi,"Aadhi is a 2018 Indian Malayalam-language action thriller film directed by Jeethu Joseph and produced by Antony Perumbavoor through Aashirvad Cinemas. The film stars Pranav Mohanlal in the title role (in his debut role) and with an ensemble cast including Jagapathi Babu, Siddique, Lena, Aditi Ravi, Anusree, Sharaf U Dheen, Siju Wilson, Meghanathan, Sijoy Varghese, Tony Luke and Krishna Shankar. The original soundtrack for the film was composed by Anil Johnson.",Jeethu Joseph,Jeethu Joseph,Antony Perumbavoor,"Pranav Mohanlal, Jagapathi Babu, Siddique, Lena, Aditi Ravi, Anusree",Satheesh Kurup,Ayoob Khan,26 January 2018(India),India,Malayalam
65,Aalorukkam,"Aalorukkam is a 2018 Malayalam–language Indian film directed by debutant V C Abhilash starring Indrans in the lead role of the protagonist, an Ottan Thullal exponent.",V C Abhilash,V C Abhilash,Jolly Lonappan,"Indrans, Srikanth Menon, Shaji AJ",Samlal P. Thomas,Vishnu Kalyani,6 April 2018(Kerala)1,India,Malayalam
66,Aamhi Doghi,"Aamhi Doghi (transl. The both of us) is a Marathi-language feminist drama film starring Mukta Barve and Priya Bapat, directed by Pratima Joshi and produced by Puja Chhabria.  It is an adaptation of the short story Paus Ala Motha by the late author Gauri Deshpande.",Pratima Joshi,,Puja Chhabria,"Mukta Barve, Priya Bapat, Bhushan Pradhan, [, 2, ]",Milind Jog,Jayant Jathar,23 February 2018(India),India,"Marathi, [, 3, ]"
67,Aami,"Aami is a 2018 Indian Malayalam-language biographical film based on the life of poet-author Kamala Das. It is written and directed by Kamal and stars Manju Warrier as Kamala Surayya, along with Murali Gopy, Tovino Thomas, Anoop Menon, and Anand Bal.[1][2] The film was released on 9 February 2018. It won two Kerala State Film Awards.",Kamal,Kamal,Raphael Thomas Pozholiparambil,"Manju Warrier, Murali Gopy, Tovino Thomas, Anoop Menon, Anand Bal",Madhu Neelakandan,A. Sreekar Prasad,9 February 2018,India,Malayalam
68,Aami Ashbo Phirey,"Aami Ashbo Phirey (English: ""I shall return"") is a 2018 India Bengali-language drama film directed by Anjan Dutt and produced by Shree Venkatesh Films. The film stars Anjan Dutt, Kaushik Sen, Swastika Mukherjee, Anindya Chatterjee, Darshana Banik, Sauraseni Maitra, and Anjana Basu. Dutt collaborated on the music with his son Neel Dutt, who composed the music to his father's lyrics. The film was released on 13 April 2018.",Anjan Dutt,,"Shrikant Mohta, Mahendra Soni","Anjan Dutt, Swastika Mukherjee, Kaushik Sen, Anindya Chatterjee, Darshana Banik, Sauraseni Maitra, Anjana Basu",Gairik Sarkar,Arghyakamal Mitra,13 April 2018(Kolkata),India,Bengali
69,Aan Devathai,"Aan Dhevathai (transl. Male Angel) is a 2018 Indian Tamil-language family drama film written and directed by Thamira. The film stars Samuthirakani, Ramya Pandian, Kavin, and Monica, while Radha Ravi, Ilavarasu, Kaali Venkat, Abhishek Vinod, Hareesh Peradi, and Suja Varunee  play pivotal and supporting roles. The film has music composed by Ghibran, cinematography by Vijay Milton, and editing by Kasi Viswanathan. The venture began production in September 2017 and was released on 12 October 2018 to average reviews from critics.[1]",Thamira,Thamira,Fakrudeen,"Samuthirakani, Ramya Pandian, Kavin, Monica",Vijay Milton,Kasi Viswanathan,12 October 2018,India,Tamil
70,Aanakkallan,"Aanakkallan is a 2018 Indian Malayalam-language comedy thriller film directed by Suresh Divakar and written by Udaykrishna. The film stars Biju Menon, Siddique and Anusree in the leading roles.[1][2] It was produced under the banner of Saptha Tarang Cinema.[3][4][5][6]",Suresh Divakar,,,Biju Menon,Alby Antony,Johnkutty,18 October 2018,India,Malayalam
71,Aapla Manus,"Aapla Manus (English: Our Man) is a 2018 Indian Marathi language mystery film directed by Satish Rajwade and produced by Ajay Devgn and Abhinav Shukla. A film adaptation of the Marathi play Katkon Trikon by Dr Vivek Bele,[3][4] the film stars Nana Patekar, Iravati Harshe and Sumeet Raghavan and is Devgn's first  Marathi film as a producer.[5][6] It was released on 9 February 2018.[7] Devgn announced the film via his Twitter handle on 24 December.[8]",Satish Rajwade,,"Ajay Devgn, Nana Patekar, Abhinav Shukla, Manish Mishra, Rohit Choudhary","Nana Patekar, Iravati Harshe, Sumeet Raghavan",Suhas Gujrati,Rahul Bhatnakar,9 February 2018,India,Marathi
72,Aaruthra,"Aaruthra is a 2018 Indian Tamil-language film directed by Pa. Vijay, who also produced the film, wrote the songs, and played the lead role with Meghali. S. A. Chandrasekhar and Bhagyaraj portraying supporting roles.[1][2]",Pa. Vijay,Pa. Vijay,Pa. Vijay,"Pa. Vijay, Meghali",,,31 August 2018,India,Tamil
73,Aatagadharaa Siva,Aatagadharaa Siva is a 2018 Indian Telugu-language slice of life film directed by Chandra Siddhartha and starring Kannada actor Doddanna (in his only Telugu film to date) and Uday Shankar (in his lead debut). Dialogues written by K.A.Muni Suresh Pillai This film is a remake of the 2016 Kannada film Rama Rama Re....[1],Chandra Siddhartha,,Rockline Venkatesh,"Doddanna, Uday Shankar",Lavith,Naveen Nooli,18 July 2018,India,Telugu
74,Aatagallu,"Aatagallu (transl. ""Players"") is a 2018 Indian Telugu-language action thriller film produced by Vaasireddy Ravindra, Vaasireddy Sivaji, Vaddapudi Jithendra, and Makkina Ramu under the Friends Movie Creations banner. The film was directed by Paruchuri Murali.[3][4] The film stars Jagapathi Babu, Nara Rohit, Darshana Banik in the lead roles [5] and music composed by Sai Karthik. Editing and Cinematography was handled by Marthand K. Venkatesh and Vijay C. Kumar respectively.[5] The film was released on 24 August 2018.",Paruchuri Murali,,"Vaasireddy Ravindra, Vaasireddy Sivaji, Vaddapudi Jithendra, Makkina Ramu","Jagapathi Babu, Nara Rohit, Darshana Banik",Vijay C. Kumar,Marthand K. Venkatesh,24 August 20181,India,Telugu
75,Aate Di Chidi,"Aate Di Chidi (transl. Bird of dough) is a 2018 Punjabi-language black comedy film directed by Harry Bhatti and starring Amrit Maan, Neeru Bajwa, Gurpreet Ghuggi and Arjun Gupta.[citation needed] The film was released worldwide on 18 October 2018, on the Dussehra festival.[1][2][3][4] It was shot in Canada and Punjab, India.[5]",Harry Bhatti,Raju Verma,"Charanjit Singh Walia, Tegbir Singh Walia","Amrit Maan, Neeru Bajwa, Gurpreet Ghuggi, Karamjit Anmol, Arjun Gupta, Sardar Sohi, Ashlyn J.",,Bharat S. Rawat,18 October 2018(India),"India, Canada",Punjabi
76,Abar Basanta Bilap,"Abar Basanta Bilap is a 2018 Bengali-language romantic comedy film directed by Rajesh Dutta[1] and Ipsita Roy Sarkar and produced by Indrajit Roy Sarkar and Mahua Datta.[2] The film features Paran Bandopadhyay, Kharaj Mukherjee, Moon Moon Sen,[3] Bihu Mukherjee, Mir Afsar Ali, and Satyahari Mondal in pivotal roles.[4][5]","Rajesh Dutta, Ipsita Roy Sarkar",,"Indrajit Roy Sarkar, Mahua Datta","Paran Bandopadhyay, Kharaj Mukherjee, Moon Moon Sen, Bihu Mukherjee, Mir Afsar Ali, Satyahari Mondal",,,2018,India,Bengali
77,Abay Babes,"Abay Babes is a 2018 Filipino comedy film written and directed by Don Cuaresma, starring Cristine Reyes, Nathalie Hart, Meg Imperial, Roxanne Barcelo and Kylie Verzosa.[1] The film was produced by Viva Films and it was released in the Philippines on September 19, 2018.[2][3]",Don Cuaresma,"Alpha Habon, Don Cuaresma",Vicente G. del Rosario III,"Cristine Reyes, Nathalie Hart, Meg Imperial, Roxanne Barcelo, Kylie Verzosa, Tom Rodriguez, Mark Bautista, Marco Gumabao, Ronnie Liang, John Lapus",Lee Meily,Vanessa De Leon,"September 19, 2018",Philippines,Filipino
78,Abhiyum Anuvum,"Abhiyum Anuvum (transl. Abhi and Anu) is a 2018 Indian Tamil-language romantic drama film directed by B. R. Vijayalakshmi, written by Uday Mahesh and starring Tovino Thomas and Piaa Bajpai.[1][2][3] The film was produced by Yoodlee Films, a subsidiary production company of Saregama.[4] This film marks the Tamil debut of Tovino Thomas. The film was dubbed in Malayalam as Abhiyude Kadha Anuvinteyum.[5] The film was released on 25 May 2018. It also got its OTT release, 3 years later on 25 July 2021 through Amazon Prime and Neestream.",B. R. Vijayalakshmi,Uday Mahesh,Saregama,"Tovino Thomas, Piaa Bajpai",Akilan,Sunil Shree Nair,25 May 2018,India,Tamil
79,Above Majestic,Above Majestic is a 2018 documentary film that posits a global conspiracy involving anthropomorphic alien reptiles who secretly control the world's governments. The film was the most successful documentary of 2018 on iTunes.[1],Roger R. Richards,,"Corey Goode, , Brandon Graham,, David Wilcock",,,,2018,United States,English
80,At the Frontera,"In 2015, Gallardo's film Callejero, an underground fighting drama film featuring Carlos Palomino, Jossara Jinaro, and Yaqui López,[2] screened at the San Diego Latino Film Festival.[3] His next film Cafe Con Leche, also known as At the Frontera,[4] starred Gerardo Teracena and Nina Senicar.[5] It was listed in the product guide for Screen International at Toronto International Film Festival in 2017[6] and premiered at ArcLight Hollywood in 2018.[7]",,,,,,,,,
81,Abrahaminte Santhathikal,"Abrahaminte Santhathikal (lit.: Descendants of Abraham) is a 2018 Indian Malayalam-language action thriller film written and directed by Haneef Adeni and Shaji Padoor. The film stars Mammootty and Anson Paul in the titular roles, with an ensemble cast of Kaniha, Tarushi, Renji Panicker, Siddique, Yog Japee, Kalabhavan Shajon, Maqbool Salmaan, Sudev Nair, Suresh Krishna, Shyamaprasad and Sijoy Varghese. Shot in Ernakulam, principal photography began on 5 January 2018 and ended in March. Gopi Sundar composed the music, and Mahesh Narayan handled the editing.","Haneef Adeni, Shaji Padoor",Haneef Adeni,"TL George, Joby George","Mammootty, Anson Paul, Kaniha, Tarushi",Alby,Mahesh Narayan,16 June 20181,India,Malayalam
