,title,description,directed_by,written_by,produced_by,starring,cinematography,edited_by,release_date,country,language
49,150 Milligrams,"150 Milligrams (French: La Fille de Brest, lit. The Girl of Brest) is a 2016 French drama film directed by Emmanuelle Bercot.[3] It was screened in the Special Presentations section at the 2016 Toronto International Film Festival.[4] The film is based on the true story of French pulmonologist Irène Frachon [fr], who became noted for her investigations of the serious side effects and deaths attributed to the diabetes drug Mediator, produced by French manufacturer Laboratoires Servier.[5]",Emmanuelle Bercot,,"Caroline Benjo, Carole Scotta","Sidse Babett Knudsen, Benoît Magimel",Guillaume Schiffman,Julien Leloup,12 September 2016(TIFF),France,French
50,"1898, Our Last Men in the Philippines","1898, Our Last Men in the Philippines (Spanish: 1898, Los últimos de Filipinas) is a 2016 Spanish war drama film directed by Salvador Calvo.[2] The film depicts the Siege of Baler from 1898 to 1899, where 54 Spanish soldiers defended themselves in the San Luis Obispo de Tolosa church against Philippine revolutionaries.[3] It was shortlisted as one of the three films to be selected as the potential Spanish submission for the Academy Award for Best Foreign Language Film at the 90th Academy Awards.[4] However, it was not selected, with Summer 1993 being selected as the Spanish entry.[5]",Salvador Calvo,Alejandro Hernández,"Enrique Cerezo, Pedro Costa, Miguel Angel Gómez","Luis Tosar, Javier Gutiérrez, Álvaro Cervantes, Karra Elejalde, Carlos Hipólito, Ricardo Gómez, Eduard Fernández",Alex Catalán,Jaime Colis,2 December 2016,Spain,Spanish
51,1920 London,"1920 London is a 2016 Indian supernatural horror film directed by Tinu Suresh Desai. It is the third installment in the 1920 film series,[3] after 1920 and 1920: The Evil Returns. The film stars Sharman Joshi, Meera Chopra, and Vishal Karwal in lead roles. The film follows a wife who seeks the help of her ex lover, a shaman to free her husband from demonic possession, not realizing that the ex-lover has a personal vendetta against her. The film managed to recover its budget and became a moderate success but it could not repeat the success of its previous installments. It was followed by another installment titled 1921.",Tinu Suresh Desai,Girish Dhamija (dialogues),Vikram Bhatt,"Sharman Joshi, Meera Chopra, Vishal Karwal",Prakash Kutty,Kuldeep Mehan,6 May 2016,India,Hindi
52,1962 My Country Land,"1962 My Country Land is an Indian English-language film directed and written by filmmaker Chow Partha Borgohain in 2016 and produced by Living Dreams Films Productions.[1][2][3][4] The film is about the border dispute, how two nations consider reconciliation based on the 1962 Sino-Indian War.[5][6]",Chow Partha Borgohain,Chow Partha Borgohain,Marbom Mai,Daniel Han,Chow Partha Borgohain,Amardeep Singh Khichi,18 May 2016(France),India,English
53,1982 – A Love Marriage,"1982 A Love Marriage is an Indian comedy film directed by Prashant Gore and produced by Shivkumar Sharma. The film has been released by multiple international film festivals. Now the film is being shown worldwide by National and International TV channels. The film is available on Amazon Prime Video, MX Player, etc.[1]",Prashant Gore,"Amitkumar Sharma, , Prashant Gore",Shivkumar Sharma,"Amitkumar Sharma, Omna Harjani",Giriratan Singh,Sumit Kumar,2016,India,Hindi
54,2001: Mientras Kubrick estaba en el espacio,"In 2001, far away from spaceships, Argentina suffers a social and economic crisis that arouses fury in the streets. Looting, violence and terror are part of the everyday landscape. Fear flies over the environment and families are breaking up in a rarefied climate.[3]",Gabriel Nicoli,Gabriel Nicoli,"Gonzalo Agulla, Juan Jaureguialzo, Gabriel Pastore","Alan Daicz, Malena Villa, Vicente Correa",Daniel Ortega,"Federico Mackeprang, Gabriel Nicoli","December 8, 2016",Argentina,Spanish
55,2149: The Aftermath,"Principal photography on the film commenced June 2014 in Greater Sudbury, Ontario, Canada, and wrapped-up July 2014. Suki Films is producing the film with Nortario Films, based in Greater Sudbury. The film was financed by Telefilm Canada, the Northern Ontario Heritage Fund Corporation, the Ontario Media Development Corporation, and the Harold Greenberg Fund. It was released summer 2016.[1][2][3]",Benjamin Duffield,Robert Higden,"Susan Schneir, Kim Berlin, Jason Ross Jallet, B. P. Paquette","Molly Parker, Nick Krause, Juliette Gosselin, Jordyn Negri, Daniel DiVenere, Cassidy Marlene Jaggard",Tobie Marier Robitaille,Benjamin Duffield and Éric Drouin,"April 15, 2016",Canada,English
56,2307: Winter's Dream,2307: Winter's Dream is a 2016 American science fiction film written and directed by Joey Curtis and starring Paul Sidhu and Arielle Holmes.,Joey Curtis,Joey Curtis,,"Paul Sidhu, Arielle Holmes",,,April 2016(Universe Multicultural Film Festival),United States,English
57,4426,"""4426"" follows the story of three friends who travel to a remote island in the Maldives for a vacation. Upon arriving, they encounter a mysterious woman who warns them of a cursed area on the island known as ""4426"".","Fathimath Nahula, Ahmed Sinan",Fathimath Nahula,Hassan Sinan,"Mariyam Azza, Yoosuf Shafeeu, Ismail Jumaih, Sheela Najeeb, Mohamed Jumayyil",Ahmed Sinan,"Mohamed Faisal, Ahmed Sinan","October 18, 2016",Maldives,Dhivehi
58,8969,"8969 is a 2016 Pakistani thriller film directed by Azeem Sajjad. The film stars Saba Qamar, and introduced new stars namely Hussain Tiwana, Sadaf Hamid, Anam Goher and Ali Jabran Khan in lead roles. It was released on 2 December 2016 under the production banner of A J Media Productions.[1][2]",Azeem Sajjad,Azeem Sajjad,AJ Khan,"Saba Qamar, Hussain Tiwana, Azeem Sajjad, Sadaf Hamid, Anum Malik, Ali Jabran Khan",Sabahat Qamar,Salman Khan,2 December 2016(Pakistan),Pakistan,Urdu
59,54321,"54321 is a 2016 Indian Tamil language psychological thriller film written and directed by Ragavendra Prasad in his directorial debut.[1] The film features Shabeer Kallarakkal, Aarvin and Pavithra in lead roles, with Rohini, Jayakumar, and Ravi Raghavendra playing supporting roles.[2]",Ragavendra Prasad,Ragavendra Prasad,G. V. Kannan,"Shabeer Kallarakkal, Aarvin, Pavithra",Banu Murugan,M.R. Rejeesh,26 August 2016,India,Tamil
60,708090,A woman happily in love with her husband looks to find her own success in life as China undergoes economic and cultural changes.[5],"Lin Yiqi, Deng Jianquan, Chen Muchuan",Wong Chun-chun,,"Kenji Wu, Song Ji-hyo, Zhao Yihuan, Ray Lui, Irene Wan, Duo Liang, Li Fengming, Chen Rui, Lau Shek-yin",,,20 May 2016,China,Mandarin
61,A Aa,"A Aa[a] is a 2016 Indian Telugu-language romantic comedy family film written and directed by Trivikram Srinivas and produced by S. Radha Krishna under Haarika & Hassine Creations. The film stars Nithiin, Samantha and Anupama Parameswaran. Mickey J. Meyer composed the score and soundtrack.",Trivikram Srinivas,"Yaddanapudi Sulochana Rani, (Story), Trivikram Srinivas, (Screenplay & Dialogues)",S. Radha Krishna,"Nithiin, Samantha, Anupama Parameswaran","Natty Subramaniam, [, 1, ], Dudley",Kotagiri Venkateswara Rao,2 June 2016,India,Telugu
62,Aadupuliyattam,"Aadupuliyattam (transl. lambs and tigers game) is a 2016 Indian Malayalam-language horror film directed by Kannan Thamarakkulam and written by Dinesh Palleth, starring Jayaram, Om Puri, Ramya Krishnan, Sheelu Abraham, Akshara Kishor, Saju Navodaya, Ramesh Pisharody and Sampath Raj in lead roles.[1][2] The major filming locations are Palani and Thodupuzha. Film released on 20 May 2016.
The horror thriller film is dubbed in Tamil as Shenbaga Kottai and Telugu as Mathangi and Hindi as Mera Badla 2.[3]
The film was a commercial success at the box office.",Kannan Thamarakkulam,Dinesh Pallath,"Haseeb Haneef, Noushad Alathur","Jayaram, Om Puri, Ramya Krishnan, Akshara Kishor, Sheelu Abraham, Sampath Raj, Ramesh Pisharody",Jithu Damodar,Sandeep Nandakumar,20 May 2016,India,Malayalam
63,Aagam,Aagam (transl. The arrival) is a 2016 Tamil-language film directed by debutante V. Vijay Anand Sriram and starring Irfan and Deekshitha. It was dubbed in Hindi as Corporate Criminal.,V. Vijay Anand Sriram,V. Vijay Anand Sriram,"M. Koteeshwara Raju, M. Hema Raju","Irfan, Deekshitha",R V Charan,R Manoj Gyan,18 March 2016,India,Tamil
64,Aakashathinum Bhoomikkumidayil,"Aakashathinum Bhoomikkumidayil is a 2016 Indian Malayalam-language film directed by debutant Sandeep Ajith Kumar and scripted by ""Peethambaran"". The film features Neena Kurup, Musthafa and Shanavas (Rudran) in the lead roles.[1]",Sandeep Ajith Kumar,,"Remember Cinemas, NIROUP GUPTA, NNG Films","Neena Kurup, Muhammad Musthafa, Shanavas Shanu",Nahiyan,Febin Sidarth,2016,India,Malayalam
65,Aakashvani,Aakashvani is a 2016 Indian Malayalam-language romantic drama film directed by Khais Millen and starring Vijay Babu and Kavya Madhavan. The film was released on 19 February 2016 to mixed reviews.,Khais Millen,"Vinod Jayakumar, Vinod Vijayakumaran",Pravin Arackal,"Vijay Babu, Kavya Madhavan",Indrajith,Lijo Paul,19 February 2016,India,Malayalam
66,Aakhri Sauda: The Last Deal,"Aakhri Sauda: The Last Deal is an Indian 2016 Bollywood thriller film, directed by Sandeep Kumar and produced by Mukesh Malhotra and Padmakar Athawale under the banner of Silver 9 Movies.[1]",Sandeep Kumar,Sandeep Kumar,"Mukesh Malhotra, Padmakar Athawale","Zuber K. Khan, Tanvi Arora, Aaryan Chopra, Sonia Bajwa, Soni Jha, Mushtaq Khan, Ehsaan Khan, Prithvi Zutshi, Dev Malhotra, Anil Nagrath, Kailash Kaushik, Pentali Sen",Rajendra Sharma,Krishna,22 April 2016,India,Hindi
67,Aanandam,Aanandam (English: Joy) is a 2016 Indian Malayalam-language coming of age comedy film written and directed by Ganesh Raj in his directorial debut.[2] Cinematography was by Anend C. Chandran. Vineeth Sreenivasan produced the film under the banner Habit of Life in association with Vinod Shornur under Cast N' Crew.[3] Aanandam follows the life of seven sophomore engineering students as they embark on their first college tour.,Ganesh Raj,Ganesh Raj,Vineeth Sreenivasan,"Thomas Mathew, Arun Kurian, Siddhi Mahajankatti, Roshan Mathew, Vishak Nair, Annu Antony, Anarkali Marikar",Anend C. Chandran,Abhinav Sunder Nayak,21 October 2016,India,Malayalam
68,Aandavan Kattalai,"Aandavan Kattalai (transl. God's command) is a 2016 Indian Tamil-language satirical comedy drama film directed and co-written by M. Manikandan. The film stars Vijay Sethupathi and Ritika Singh, with Pooja Devariya, Nassar and Yogi Babu amongst others in supporting roles. It narrates the struggles of a man from interior Tamil Nadu to acquire documents to travel to London.",M. Manikandan,,G. N. Anbu Chezhiyan,"Vijay Sethupathi, Ritika Singh",N. Shanmuga Sundaram,Anucharan,23 September 2016,India,Tamil
69,Aarathu Sinam,"Aarathu Sinam (transl. Anger won't subside) is a 2016 Indian Tamil-language crime thriller film written and directed by Arivazhagan and produced by Sri Thenandal Films. A remake of Jeethu Joseph's Malayalam film Memories (2013), the film stars Arulnithi, Aishwarya Rajesh and Aishwarya Dutta. It was released on 26 February 2016 and was a success.[1]",Arivazhagan,,N. Ramasamy,"Arulnithi, Aishwarya Rajesh, Aishwarya Dutta",Aravinnd Singh,S. Rajesh Kannan,26 February 2016,India,Tamil
70,Aaron's Blood,Aaron's Blood is a 2016 American horror film directed by Tommy Stovall and starring James Martinez.[1] It was written and directed by Tommy Stovall. Movie Available on ReelShort.,Tommy Stovall,Tommy Stovall,Marc S. Sterling,"James Martinez, Trevor Stovall",Taylor Camarot,Tommy Stovall,"May 27, 2016(International Vampire Film & Arts Film Festival, Transylvania)",United States,English
71,Aatadukundam Raa,"Aatadukundam Raa (transl. Come, let's play) is a 2016 Telugu-language action comedy drama film directed by G. Nageswara Reddy. The film stars Sushanth and Sonam Bajwa in the lead roles.[1]",G. Nageswara Reddy,,"Anumolu Naga Susheela, Srinivasa Rao Chinthalapudi","Sushanth, Sonam Bajwa",Dasaradhi Sivendra,Gautham Raju,19 August 2016,India,Telugu
72,Aatishbazi Ishq,"Aatishbazi ishq is a drama film, Punjabi film directed by Amit Subhash Dhawan starring Mahie Gill and Roshan Prince that was released on 14 October 2016.[1]",Amit Subhash Dhawan,Amit Subhash Dhawan & Jagjit Saini,"Mahie Gill, Geeta Wadia","Mahie Gill, Roshan Prince, Kulbhushan Kharbanda, B.N. Sharma, Tanya Abrol, Introducing : Ravinder",Raaja Phadtare,,14 October 2016,India,Punjabi
73,Abattoir,"Abattoir is a 2016 American horror film directed by Darren Lynn Bousman and starring Dayton Callie, Jessica Lowndes, Joe Anderson, Lin Shaye, and Jay Huguley. It was written by Christopher Monfette.[2] It premiered at the Los Angeles Film Festival on June 7, 2016.[3][4]",Darren Lynn Bousman,Christopher Monfette,"Jesse Berger, Brent C. Johnson","Dayton Callie, Jessica Lowndes, Joe Anderson, Lin Shaye, Jay Huguley",Michael Fimognari,Brian J. Smith,"June 7, 2016(Los Angeles)",United States,English
74,Abbayitho Ammayi,"Abbayitho Ammayi (transl. The girl with the boy) is a 2016 Indian Telugu-language romantic drama film directed by Ramesh Varma. The film stars Naga Shourya and Pallak Lalwani, with Brahmanandam, Rao Ramesh and Tamil actor Mohan playing supporting roles.[1] The film was released on 1 January 2016 to mixed reviews.[citation needed] This film is the 999th movie of Ilaiyaraaja as a music director.[2]",Ramesh Varma,"Vamsi Komanduru, Ravi Prakash, Patrikeya","Jakkam, Kireeti Potini, Srinivas Sammeta","Naga Shourya, Pallak Lalwani, Brahmanandam, Mohan",Shyam K. Naidu,M. S. Rajashekhar Reddy (S. R. Shekhar),1 January 2016[],India,Telugu
75,ABC's of Death 2½,"ABC's of Death 2½ (also known on-screen as ABCs of Death 2.5, or also referred to as ABC's of Death 2½: World Competition Edition) is a 2016 American comedy horror anthology film produced by Ant Timpson, Ted Geoghegan, and Tim League. It contains shorts, each by different directors. It is the third and final installment overall in the titular film series, a follow-up film and spin-off to the first and second films.[1]",Various directors,Various screenwriters,"Ant Timpson, Ted Geoghegan, Tim League",Various actors,Various cinematographers,Various editors,"October 20, 2016(Columbus Nightmares Film Festival)",United States,
76,Abhimaan,"Abhimaan (transl. self respect/ego) is a 2016 Indian Bengali-language action drama film directed by Raj Chakraborty and starring Jeet, Subhashree Ganguly and Sayantika Banerjee.[1][2] The movie was released in India on 6 October 2016 and in Bangladesh on 30 December 2016.",Raj Chakraborty,,"Reliance Entertainment, Grassroot Entertainment, Walzen Media Works","Jeet, Subhashree Ganguly, Sayantika Banerjee",,,6 October 2016(India),India,Bengali
77,The Abolitionists,"The Abolitionists is a 2016 American documentary film directed by Darrin Fletcher and Chet Thomas about a sting mission orchestrated in Colombia by the organization Operation Underground Railroad jump team, led by former U.S. Homeland Security Special Agent Tim Ballard, countering child sex trafficking.[1][2]","Darrin Fletcher, Chet Thomas",,"McKay Daines, Darrin Fletcher, Chet Thomas","Tim Ballard, Laurie Holden, Mark Mabry, Krista Rykert",Tristan Whitman,Mike Chenoweth,"May 16, 2016",United States,English
