,title,description,directed_by,written_by,produced_by,starring,cinematography,edited_by,release_date,country,language
49,108: Kaiba Gorō no Fukushū to Bōken,"Screenwriter Gorō Kaiba discovers a Facebook post revealing that his wife, former actress Ayako, is having an extramarital affair. Furthermore, he notices that the post has 108 likes. Gorō can easily divorce Ayako, but he would end up paying her half of his assets, which total an estimated 10 million yen. Instead, he uses that money on a one-month womanizing streak, aiming to have sex with 108 women.[1][2][3]",Suzuki Matsuo,Suzuki Matsuo,"Makiko Nagasaka, Ryū Nagai, Yūsuke Wakabayashi","Suzuki Matsuo, Miho Nakayama",Hironori Yamazaki,Sōichi Ueno,"October 25, 2019",Japan,Japanese
50,118,"118 is a 2019 Indian action thriller film[5][6] written and directed by cinematographer turned film director K. V. Guhan in his Telugu directorial debut.[7] The film features Kalyan Ram, Shalini Pandey and Nivetha Thomas in the lead roles. The music for the film is composed by Shekar Chandra, and the film is produced by Mahesh S. Koneru under the production company East Coast Production.[8] The film follows an investigative journalist who finds himself threatened after he tries to decode a recurring nightmare involving a woman's death.",K. V. Guhan,K. V. Guhan,Mahesh S. Koneru,"Nandamuri Kalyan Ram, Shalini Pandey, Nivetha Thomas",K. V. Guhan,Tammiraju,1 March 20191,India,Telugu
51,122,"The film that follows the story of Nasr (Ahmed Dawood) and Omnia (Amina Khalil) who are in love, they're married as well. The problem is since they couldn't afford a proper wedding they snuck off and eloped. They are trying to keep their marriage a secret until they can afford it. Unfortunately, Omnia has become pregnant, something scandalous for an unmarried woman in their culture. In order to come up with the money quickly, Nasr returns to his shady past, agreeing to transport a package of drugs for an old associate. Omnia insists on coming along. Their car gets hit by a bus and they wake up in intensive care in what appears to be a hospital in the middle of nowhere. The couple faces a catastrophe there, and attempt to escape and run for their lives.",Yasir Al Yasiri,Salah Algoheny,Saif Oraibi,"Ahmed El-Fishawy, Amina Khalil, Tarek Lotfi, Ahmed Dawood",Ahmed Kardous,Amr Akef,2 January 2019,Egypt,Egyptian Arabic
52,143 Sahara Street,"The film received critical acclaim upon its release, with many praising Ferhani's intimate and observational approach to storytelling. It premiered at the Locarno Film Festival and was selected to screen at several other international film festivals, including the Toronto International Film Festival.[1]",Hassen Ferhani,Hassen Ferhani,"Olivier Boischot, Narimane Mari",,Hassan Ferhani,"Stéphanie Sicard, Nadia Ben Rachid, Nina Khada, Hassen Ferhani",2019,"France, Algeria, Qatar",Algerian Arabic
53,706,706 is a 2019 Hindi supernatural thriller film directed by Shravan Tiwari and produced by Sandip Patel.[1] The film was released on 11 January 2019.[2][3],Shravan Tiwari,Shravan Tiwari,Sandip Patel,"Atul Kulkarni, Divya Dutta, Mohan Agashe",,Kumar Tiwari,11 January 2019,India,Hindi
54,1014,,Kyaw Thu,Mal Khaing,Myint Myint Khin May,"Kyaw Thu, Daung, Htun Ko Ko, Htoo Aung, Moht Moht Myint Aung, May Myint Mo, Yadanar Bo",,,"December 19, 2019",Myanmar,Burmese
55,1917,"1917 is a 2019 British war film directed and produced by Sam Mendes, who co-wrote it with Krysty Wilson-Cairns. It is partially inspired by stories told to Mendes by his paternal grandfather Alfred about his service during World War I.[7] The film takes place after the German retreat to the Hindenburg Line during Operation Alberich, and follows two British soldiers in their mission to deliver an important message to call off a doomed offensive attack. The two main roles are played by George MacKay and Dean-Charles Chapman. Mark Strong, Andrew Scott, Richard Madden, Claire Duburcq, Colin Firth, Adrian Scarborough, and Benedict Cumberbatch also star in supporting roles.",Sam Mendes,"Sam Mendes, Krysty Wilson-Cairns","Sam Mendes, Pippa Harris, Jayne-Ann Tenggren, Callum McDougall, Brian Oliver","George MacKay, Dean-Charles Chapman, Mark Strong, Andrew Scott, Richard Madden, Colin Firth, Benedict Cumberbatch",Roger Deakins,Lee Smith,4 December 2019(London),"United Kingdom, United States, [, 2, ]",English
56,"1956, Central Travancore","1956, Central Travancore (Malayalam: 1956) is a 2019 Indian Malayalam-language period drama film written, directed and edited by Don Palathara and produced by Abhilash S. Kumar under Artbeat studios.[1][2][3] The film stars Assif Yogi, Jain Andrews, Krishnan Balakrishnan and Kani Kusruti in lead roles. It features a musical score by Basil CJ. Cinematography was handled by Alex Joseph.[1] The film was completely made in black and white format.[4]",Don Palathara,Don Palathara,Abhilash S. Kumar,"Assif Yogi, Jain Andrews",Alex Joseph,Don Palathara,September 2019(Busan),India,Malayalam
57,1978 – A Teen Night Out,"1978 – A Teen Night Out is a 2019 Indian Bollywood film, directed by Aziz Zee,[1] produced by Kunal Shamshere Malla and Suresh Thomas,[2] and co-produced by Manesha Chatarji, presented by Theatre King. The film features the TV actress Sonyaa and playback singer Abuzar Akhtar.[3][4]",Aziz Zee,Mohit Shrivastav,"Kunal Shamshere Malla, Suresh Thomas","Yash Rajpara, Apurva  Godbole, Gaurav Sharma, Vaishnavi Kadam, Rishabh Raj, Muskaan Tomar, Sunny Yadav, Rohit Mugullu, Maliha Malla, Sonyaa Twinks, Abuzar Akhtar",,,3 May 2019,India,
58,1982,"The film premiered at the 2019 Toronto International Film Festival, where it won the NETPAC Award for World or International Asian Film Premiere.[4] It was selected as the Lebanese entry for the Best International Feature Film at the 92nd Academy Awards.[5][6] It won the 2021 Cannes Film Festival Young Cinema sidebar {Prix Cannes Ecrans Juniors 2021}.[7]",Oualid Mouaness,Oualid Mouaness,"Alix Madigan, Oualid Mouaness, Myriam Sassine, Georges Schoucair, Christopher Tricarico","Nadine Labaki, Mohamad Dalli, Gia Madi, Rodrigue Sleiman, Aliya Khalidi, Ghassan Maalouf",Brian Rigney Hubbard,"Jad Dani Ali Hassan, Sabine El Gemayel",8 September 2019(TIFF),"Lebanon, Norway, France, Qatar","Arabic, English, French, [, 1, ]"
59,2040,2040 is a 2019 Australian documentary film  directed by and starring Damon Gameau. The film looks at the effects of climate change over the next 20 years and what technologies that exist today can reverse the effects.,Damon Gameau,Damon Gameau,"Nick Batzias, Anna Kaplan, Damon Gameau, Virginia Whitwell",Damon Gameau,Hugh Miller,"Ryan Wade Howard, Jane Usher",11 February 2019(Berlin International Film Festival),Australia,English
60,3022,"3022 is a 2019 American science fiction film directed by John Suits and starring Omar Epps, Kate Walsh, Miranda Cosgrove, and Angus Macfadyen.[1] The film is set on a space station in the future. The crew suffers traumatic stress and considers abandoning their mission after they observe what they believe to be the destruction of Earth. The film is shown as a series of flashbacks and flash-forwards.[2]",John Suits,Ryan Binaco,John Suits,"Omar Epps, Kate Walsh, Miranda Cosgrove, Angus Macfadyen",,,"November 22, 2019(United States)",United States,English
61,7500,"7500 is a 2019 action-thriller film[7] directed by Patrick Vollrath (in his feature-length directorial debut) and written by Vollrath and Senad Halilbašić. It stars Joseph Gordon-Levitt as Tobias Ellis, a pilot whose plane is hijacked by Islamic terrorists. An international co-production between Austria, Germany, and the United States, filming took place in November 2017 in Cologne and Vienna. The title is in reference to Emergency Transponder Code for ""unlawful interference"".[8]",Patrick Vollrath,"Patrick Vollrath, Senad Halilbašić","Maximilian Leo, Jonas Katzenstein","Joseph Gordon-Levitt, Omid Memar, Aylin Tezel, Carlo Kitzlinger, Murathan Muslu, Paul Wollin",Sebastian Thaler,Hansjörg Weißbrich,9 August 2019(Locarno),"Austria, [, 3, ], Germany, [, 4, ], United States","English, German, Turkish"
62,A for Apple,"A for Apple is a 2019 Malayalam-language film directed by the duo B. Madhu and S. Kumar and produced by Sudarsanan Kanjiramkulam.[1] The story was by P. F. Mathews and the screenplay was written by Rajesh Jayaraman. Jerry Amaldev is the music composer and Sreekumaran Thampi was the lyricist; Bijibal composed the background score. Tony Sigimon, Janvi Byju, Nedumudi Venu, Sheela, Salim Kumar, Devan,[2] and Santhosh Keezhattoor acted in the film's major roles.[3]",B. Madhu and S. Kumar,,Sudarsanan Kanjiramkulam,"Tony Sigimon, Janvi Byju, Sheela, Nedumudi Venu, Devan, Salim Kumar, Krishna Kumar, Saju Navodaya, Sajal SS, Pradeep Kottayam, Sethu Lakshmi, Gourav Menon, Kalyani Nair",M. J. Radhakrishnan,V.T. Sreejith,19 July 2019,India,Malayalam
63,A Mero Hajur 3,"A Mero Hajur 3 (Nepali: ए मेरो हजुर ३, lit. 'Oh My Dear 3') is a Nepali romantic comedy-drama film, directed by Jharana Thapa (her second film as a director) and produced by Sunil Kumar Thapa, under the banner of Suhana Entertainment and Sunil Kumar Thapa Production.[1] The film stars Suhana Thapa in her debut and Anmol K.C.  in the lead roles alongside Salon Basnet, Arpan Thapa and Rabindra Jha.",Jharana Thapa,,Sunil Kumar Thapa,"Anmol K.C., Suhana Thapa, Salon Basnet, Arpan Thapa, Rabindra Jha",Sanjay Lama,Dirgha Khadka,12 April 2019(Nepal),Nepal,Nepali
64,A Mhya A Mhya,,Steel (Dwe Myittar),,,"Khant Si Thu, Eaindra Kyaw Zin, Lin Zarni Zaw",Boni,NS Dawn,"October 3, 2019",Myanmar,Burmese
65,A1,"A1: Accused No. 1 is a 2019 Indian Tamil-language romantic comedy film written and directed by Johnson K in his directorial debut.[1] The film stars Santhanam and Tara Alisha Berry. Producer S. Raj Narayanan of CircleBox Entertainment has produced this movie. The music for the film is composed by Santhosh Narayanan and cinematography is handled by Gopi Jagadeeswaran. The movie was edited by Leo John Paul, song lyrics were penned by Rokesh, art direction was executed by A. Raja, dance choreography by Kalyan and Sandy, and stunts by Hari Dinesh. Principal photography commenced around October 2018. The film was released on 26 July 2019.[2] A1 received positive reviews from critics and became a box-office success.",Johnson K,Johnson K,S. Raj Narayanan,"Santhanam, Tara Alisha Berry",Gopi Jagadeeswaran,Leo John Paul,26 July 2019,India,Tamil
66,Aa Drushya,,Shiva Ganesh,Karthick Naren,K. Manju,V. Ravichandran,A. Vinod Bharathi,Suresh Aarumugam,8 November 2019,India,Kannada
67,Aadai,"Aadai (transl. Dress) is a 2019 Indian Tamil-language thriller film written and directed by Rathna Kumar, and produced by V Studios. The film stars Amala Paul  in the lead role alongside Ananya Ramaprasad, Vivek Prasanna, and Ramya Subramanian.  Pradeep Kumar composed the film's soundtrack alongside the Oorka band, who made their debut with this film. The cinematography and editing were handled by Vijay Kartik Kannan and Shafique Mohamed Ali, respectively. The film was released on 19 July 2019.",Rathna Kumar,Rathna Kumar,Viji Subramaniyan,"Amala Paul, Vivek Prasanna, Ramya Subramanian",Vijay Kartik Kannan,Shafique Mohamed Ali,19 July 2019,India,Tamil
68,Aadhaar,"Aadhaar  is a 2019 Indian Hindi-language dramedy film directed by Suman Ghosh. The film is written by Amitosh Nagpal and Suman Ghosh. Amitosh has also written dialogues and lyrics for the film.[1] Produced by Manish Mundra under his banner Drishyam Films, the film stars Vineet Kumar Singh, who is the first one in his village to get his Aadhaar card made.[2] Raghubir Yadav, Saurabh Shukla and Sanjay Mishra appear in supporting roles.[3] The film had its premiere at the 24th Busan International Film Festival under the section 'A Window on Asian Cinema'.[4] It was supposed to be released in India this 5 February 2021, but it was postponed.[5][6]",Suman Ghosh,"Suman Ghosh, Amitosh Nagpal",Manish Mundra,"Vineet Kumar Singh, Raghubir Yadav, Saurabh Shukla, Sanjay Mishra",Ravi Kiran Ayyagari,Bodhaditya Banerjee,3 October 2019(Busan),India,Hindi
69,Aadi Lakshmi Puraana,"Aadi Lakshmi Puraana is a 2019 Indian Kannada-language romantic action comedy film written & directed by V. Priya and produced by Rockline Venkatesh. The film stars Nirup Bhandari and Radhika Pandit, alongside Tara, Suchendra Prasad, Joe Simon, Bharath Kalyan and Sowmya Jaganmurthy. The music was composed by Anup Bhandari, while cinematography and editing were handled by Preetha Jayaraman and Jo. Ni. Harsha.",V. Priya,V. Priya,Rockline Venkatesh,"Nirup Bhandari, Radhika Pandit",Preetha Jayaraman,Jo. Ni. Harsha,19 July 2019,India,Kannada
70,Aakasha Ganga 2,"Aakasha Ganga 2 (transl. Milky Way 2) is 2019 Indian Malayalam-language supernatural horror comedy  film written and directed by Vinayan.[2] It is a sequel to his 1999 film Aakasha Ganga.[3] The film stars Ramya Krishna, Veena Nair, Vishnu Vinay, and Sreenath Bhasi in the lead roles. Its soundtrack and score are by Bijibal and cinematography by Prakash Kutty. The film was produced by Vinayan under the banner of Akash Films. In the film, years later, when Arathi, daughter of Maya (Daisy) and Unni, accepts the challenge of exposing an ashram, which claims to help its followers communicate with the dead, she gets haunted by an evil spirit of Ganga that once tormented her family.",Vinayan,Vinayan,Vinayan,Veena P Nair,Prakash Kutty,Abhilash Viswanad,1 November 20191(India),India,Malayalam
71,Aamis,"Aamis (English: Ravening) is a 2019 Indian Assamese-language romantic horror film written and directed by Bhaskar Hazarika. It explores taboo themes through an unconventional love story centered around food, obsession, and the macabre.",Bhaskar Hazarika,Bhaskar Hazarika,"Shyam Bora, Poonam Deol","Lima Das, Arghadeep Baruah",Riju Das,Shweta Rai Chamling,28 April 2019(TFF),India,Assamese
72,Aani Maani,"Aani Maani is a 2019 Indian Hindi-language drama film, written and directed by Fahim Irshad in his feature film debut. It stars Farrukh Seyer with Priyanka Verma and Neha Singh in supporting roles. The film won the NETPAC award for best Asian film and Irshad won the K R Mohanan award for best debut director from India at the 24th International Film Festival of Kerala.[1]",Fahim Irshad,Fahim Irshad,Farrukh Seyer,,,,2019,India,Hindi
73,Aatpadi Nights,"Aatpadi Nights is a 2019 Indian Marathi language romantic comedy film directed by Nitin SinduVijay Supekar and produced by the banner of Maaydesh Media. This film presenting by Subodh Bhave and Maaydesh Media. The film starring Subodh Bhave, Pranav Raorane and Sayali Sanjeev. The film was released theatrically on 27 December 2019.[1]",Nitin SinduVijay Supekar,Nitin SinduVijay Supekar,Maaydesh Media,"Subodh Bhave, Pranav Raorane, Sayali Sanjeev","Nagraj Divakar, Viru Patil",Nilesh Gavand,27 December 2019,India,Marathi
74,Aaviri,"Aaviri (transl. Steam) is a 2019 Indian Telugu-language horror thriller film written, directed, and produced by Ravi Babu.[2][3] The film features Neha Chauhan, Ravi Babu, Sri Muktha, Bharani Shankar, and Mukhtar Khan in principal roles.[4] Aaviri was released on 1  November 2019.[5]",Ravi Babu,Ravi Babu,Ravi Babu,"Ravi Babu, Neha Chauhan",N. Sudhakar Reddy,Marthand K Venkatesh,1 November 20191,India,Telugu
