,title,description,directed_by,written_by,produced_by,starring,cinematography,edited_by,release_date,country,language
54,Ashakal Aayiram,"Ashakal Aayiram is a 2026 Indian Malayalam-language family comedy drama film directed by G. Prajith and written by Jude Anthany Joseph and Aravind Rajendran.[1] The film is produced by Gokulam Gopalan and Krishnamoorthy under the banner of Sree Gokulam Movies.[2] The film stars Jayaram and Kalidas Jayaram in lead roles alongside Asha Sharath, Sharaf U Dheen [3][4]",G. Prajith,"Jude Anthany Joseph, Aravind Rajendran","Gokulam Gopalan, Krishnamoorthy","Jayaram, Kalidas Jayaram, Asha Sharath, Sharaf U Dheen",Swaroop Philip,Shafeeque V. B.,6 February 2026,India,Malayalam
55,Así no juega Perú,"Three elderly sex workers are fired by their boss and replaced by foreigners. With no other options, they start a new business in the conservative town of 'Perusalen', ruled by a corrupt mayor obsessed with turning the place into a world power.[3]",Sebastián García,Sebastián García,,"Pablo Villanueva 'Melcochita', Manolo Rojas, Karen América, Susan León, Miguel Vergara, Marco Antonio Miranda, Alec Chaparro, Gherson Flores",,,"January 22, 2026",Peru,Spanish
56,Assi,"Assi (transl. Eighty) is a 2026 Indian Hindi-language courtroom drama film directed by Anubhav Sinha and starring Taapsee Pannu in the lead role. The film is produced by Bhushan Kumar, Krishan Kumar and Anubhav Sinha under the banners of Benaras Mediaworks and T-Series Films.[4]",Anubhav Sinha,"Gaurav Solanki, Anubhav Sinha","Bhushan Kumar, Krishan Kumar, Anubhav Sinha","Taapsee Pannu, Kani Kusruti, Revathy, Manoj Pahwa, Kumud Mishra, Mohammed Zeeshan Ayyub",Ewan Mulligan,Amarjit Singh,20 February 2026,India,Hindi
57,At the Sea,"At the Sea is a 2026 drama film directed by Kornél Mundruczó and written by Kata Wéber. Starring Amy Adams as Laura, it follows a middle-aged woman readjusting to life after rehab. It also stars Murray Bartlett, Brett Goldstein, Chloe East, Dan Levy, Jenny Slate, and Rainn Wilson, in supporting roles.",Kornél Mundruczó,Kata Wéber,"Alex Lebovici, Stuart Manashil, Kornél Mundruczó, Alexander Rodnyansky, Aaron Ryder, Andrew Swett","Amy Adams, Murray Bartlett, Brett Goldstein, Chloe East, Dan Levy, Jenny Slate, Rainn Wilson",Yorick Le Saux,"Dávid Jancsó, Ilka Janka Nagy","February 16, 2026(Berlinale)","United States, Hungary",English
58,Atonement,"Atonement is an upcoming 2026 American drama film, written, directed, and produced by Reed Van Dyk (in his directorial debut), and based on the 2012 New Yorker article ""Atonement"" by Dexter Filkins.[1] It stars Boyd Holbrook, Hiam Abbass and Kenneth Branagh.",Reed Van Dyk,Reed Van Dyk,"Reed Van Dyk, Tim White, Trevor White, Steven Demmler, David Wulf","Boyd Holbrook, Hiam Abbass, Kenneth Branagh",Jon Peter,Chelsi Johnson,May 2026(Cannes),United States,English
59,Attack of the Killer Tomatoes: Organic Intelligence,The film is a reboot and the fifth installment of the Attack of the Killer Tomatoes franchise.[1][2],David Ferino,"Costa Dillon, J. Stephen Peace","Roger M. Mayer, Michael Polis","David Koechner, John Astin, Dan Bakkedahl, Daniel Roebuck, Catherine Corcoran, Paul Bates, Vernee Watson, Eric Roberts",,,"February 20, 2026(USS Midway Museum)",United States,English
60,Avatar Aang: The Last Airbender,"Avatar Aang: The Last Airbender[2] (also titled The Legend of Aang: The Last Airbender) is an upcoming American animated fantasy film directed by Lauren Montgomery and written by Tim Hedrick and Christopher Yost, from a story by Bryan Konietzko, Michael Dante DiMartino, Hendrick, and Kenneth Lin. The first production of Avatar Studios, it is part of the Avatar: The Last Airbender franchise and a continuation of Nickelodeon's original animated television series. The film stars the voices of Eric Nam, Dave Bautista, Jessica Matten, Román Zaragoza, Dionne Quan, Taika Waititi, Geraldine Viswanathan, Ronny Chieng, Ken Jeong, Dee Bradley Baker, Steven Yeun, Freida Pinto, and Ke Huy Quan. The story follows Team Avatar as they discover Tagah, a surviving airbender, and join him in searching for an airbending staff to restore the Air Nomads.",Lauren Montgomery,,"Maryann Garger, Latifa Ouaou, Bryan Konietzko, Michael Dante DiMartino","Eric Nam, Dave Bautista, Jessica Matten, Román Zaragoza, Dionne Quan, Taika Waititi, Geraldine Viswanathan, Ronny Chieng, Ken Jeong, Dee Bradley Baker, Steven Yeun, Freida Pinto, Ke Huy Quan",Damon O'Beirne,,"October 9, 2026",United States,English
61,Avengers: Doomsday,"Avengers: Doomsday is an upcoming American superhero film based on the Marvel Comics superhero team the Avengers. Produced by Marvel Studios and AGBO, and distributed by Walt Disney Studios Motion Pictures, it is intended to be the sequel to Avengers: Endgame (2019) and the 39th film in the Marvel Cinematic Universe (MCU). Directed by Anthony and Joe Russo and written by Michael Waldron and Stephen McFeely, the film features an ensemble cast led by Robert Downey Jr. as Doctor Doom. In the film, the Avengers, Wakandans, New Avengers, Fantastic Four, and the X-Men converge from different universes to face Doom.","Anthony Russo, Joe Russo","Michael Waldron, Stephen McFeely","Kevin Feige, Anthony Russo, Joe Russo","Robert Downey Jr., Chris Evans, Chris Hemsworth, Pedro Pascal, Paul Rudd, Anthony Mackie, Florence Pugh, Vanessa Kirby, Ebon Moss-Bachrach, Wyatt Russell, Channing Tatum, Simu Liu, Ian McKellen, Tom Hiddleston, James Marsden, Patrick Stewart, Joseph Quinn, Sebastian Stan, David Harbour, Letitia Wright, Lewis Pullman, Kelsey Grammer, Danny Ramirez, Winston Duke, Alan Cumming, Hannah John-Kamen, Rebecca Romijn, Alex Livinalli, Mabel Cadena, Tenoch Huerta Mejía",Newton Thomas Sigel,Jeffrey Ford,"December 18, 2026",United States,English
62,Azad Bharath,"Azad Bharath is a 2026 Indian Hindi-language historical film starring Shreyas Talpade, Suresh Oberoi, Roopa Iyer, and Indira Tiwari.[1] Directed by Roopa Iyer[2], the film is set against the backdrop of the Indian National Army, with a focus on its women's unit, the Rani of Jhansi Regiment (also known as the Rani Laxmibai Regiment).[3] The film is produced by Zee Studios and India Classic Arts and it had its worldwide theatrical release on 2 January 2026.[4][5]",Roopa Iyer,"Roopa Iyer, M. Rajendra Rajan","Roopa Iyer, Jaya Gopal AB, Rajendra Rajan","Shreyas Talpade, Roopa Iyer, Suresh Oberoi","Hari Vedant, Shrinivas Ramaiah",Crazy Mindz Sri,2 January 2026,India,Hindi
63,"Azul Oscuro, Azul Celeste","Azul Oscuro, Azul Celeste is an upcoming Mexican documentary film about the institutional structure and governance of the cement cooperative Cooperativa La Cruz Azul and its associated football club Cruz Azul. Directed by Carlos Carrera and Carlos Bátiz, the film examines the internal conflicts affecting both entities during the administration of Guillermo ""Billy"" Álvarez Cuevas.[1]","Carlos Bátiz, Carlos Carrera","Alejandro Gerber Bicecci, Silvia Pasternac",Carlos Bátiz,,"Junior Gonzalez, Vidblain Balvas","Arturo González Alonso, Daniel Paz, Rodrigo Ríos",18 April 2026(Guadalajara International Film Festival),Mexico,Spanish
64,Baby Girl,"Baby Girl is a 2026 Indian Malayalam-language medical thriller film directed by Arun Varma and written by the screenwriter duo Bobby–Sanjay.[3][4] The film is produced by Listin Stephen under the banner of Magic Frames.[5][6] It stars Nivin Pauly, Sangeeth Prathap, Lijomol Jose, Abhimanyu Shammi Thilakan, Aditi Ravi, Azees Nedumangad, and Aswanth Lal.[7][8]",Arun Varma,Bobby-Sanjay,Listin Stephen,"Nivin Pauly, Sangeeth Prathap, Lijomol Jose, Abhimanyu Shammi Thilakan",Faiz Siddik,Shyjith Kumaran,23 January 2026,India,Malayalam
65,Backrooms,"Backrooms is an upcoming American science fiction horror film[2][3] directed by Kane Parsons and written by Will Soodik.[4] It is based on Parsons' web series and inspired by the ""Backrooms"" creepypasta. The film stars Chiwetel Ejiofor, Renate Reinsve, Mark Duplass, Finn Bennett, and Lukita Maxwell.",Kane Parsons,Will Soodik,"James Wan, Michael Clear, Roberto Patino, Shawn Levy, Dan Cohen, Dan Levine, Osgood Perkins, Chris Ferguson, Peter Chernin, Jenno Topping, Kori Adelson","Chiwetel Ejiofor, Renate Reinsve, Mark Duplass, Finn Bennett, Lukita Maxwell",Jeremy Cox,Greg Ng,"May 29, 2026",United States,English
66,Bad Beast,Bad Beast[1] (Catalan: Mala bèstia) is a 2026 fantasy drama film directed by Bàrbara Farré (in her feature debut). It stars Maria Schwinning alongside Iria del Río and Roger Casamajor.,Bàrbara Farré,"Bàrbara Farré, Alberto Dexeus",,"Maria Schwinning, Iria del Río, Roger Casamajor",Lucas Casanovas,Ona Bartrolí,10 March 2026(Málaga),Spain,Catalan
67,Bad Boy Karthik,"Bad Boy Karthik is an 2026 Indian Telugu-language action comedy film written and directed by Ramesh Desina in his directorial debut.[1] The film stars Naga Shaurya, Sridevi Vijayakumar and Vidhi Yadav.[2]",Ramesh Desina,,"Srinivasa Rao Chinthlapudi, Vijaya Kumar Chinthalapudi, Dr. Ashok Kumar Chinthalapudi","Naga Shaurya, Sridevi Vijayakumar, Vidhi Yadav",Rasool Ellore,Kotagiri Venkateswara Rao,17 April 2026,India,Telugu
68,Bad Lieutenant: Tokyo,"Bad Lieutenant: Tokyo is an upcoming action thriller film directed by Takashi Miike and written by Daisuke Tengan. It is the third installment in the Bad Lieutenant film series, and a standalone sequel to Bad Lieutenant: Port of Call New Orleans (2009). The film stars Shun Oguri, Lily James, and Liv Morgan in lead roles.",Takashi Miike,Daisuke Tengan,"Jeremy Thomas, Sam Pressman, Naoaki Kitajima, Misako Saka","Shun Oguri, Lily James, Shotaro Mamiya, Liv Morgan, Jun Kunimura, Hiroshi Tachi",,,September 202612,"United States, United Kingdom, Japan",English
69,"Balandrau, Where the Fierce Wind Blew","Balandrau, Where the Fierce Wind Blew (Catalan: Balandrau, vent salvatge) is a 2026 survival drama film directed by Fernando Trullols and written by Danielle Schleif based on the book 3 nits de Torb i 1 cap d'any by Jordi Cruz. It stars Álvaro Cervantes, Bruna Cusí, and Marc Martínez.",Fernando Trullols,Danielle Schleif,"Tono Folguera, Guille Cascante, Danielle Schleif","Álvaro Cervantes, Marc Martínez, Bruna Cusí, Eduardo Lloveras, Anna Moliner, Pep Ambrós, Jan Buxaderas, Àgata Roca, Francesc Garrido",Miquel Prohens,Ana Charte Isa,20 February 2026,Spain,Catalan
70,Balls Up,"After causing an international incident at the World Cup Final, rival co-workers must find a way out of Brazil alive.",Peter Farrelly,"Rhett Reese, Paul Wernick","David Ellison, Dana Goldberg, Don Granger, Andrew Muscato, Rhett Reese, Paul Wernick","Mark Wahlberg, Paul Walter Hauser, Benjamin Bratt, Eva De Dominici, Daniela Melchior, Molly Shannon, Sacha Baron Cohen",John Brawley,Sam Seig,"April 15, 2026",United States,English
71,Barbara Forever,Barbara Forever is a 2026 American documentary film directed by Brydie O'Connor in her feature directorial debut and executive produced by Christine Vachon. It is an archive-driven exploration of the life and work of the pioneering lesbian experimental filmmaker Barbara Hammer.,Brydie O'Connor,,"Elijah Stevens, Brydie O'Connor, Claire Edelman","Barbara Hammer, (archive footage)",,Matt Hixon,"January 24, 2026(Sundance)1",United States,English
72,Basic,"It had its world premiere at the 2026 South by Southwest Film & TV Festival on March 16, 2026.[3]",Chelsea Devantez,Chelsea Devantez,"Marc Platt, Katie McNicol, Adam Siegel, Nadine DeBarros, Michael Philip, Richard Alan Reid","Ashley Park, Leighton Meester, Taylor John Smith, Kate Linder, Nelson Franklin, Kandy Muse, Ashley Nicole Black, Kenzie Elizabeth, Amber Ruffin, Jon Gabrus, Georgia Mischak, Eleanor Choi",Veronica Bouza,Drew van Steenbergen,"March 16, 2026(SXSW)",United States,English
73,Baton,"Baton is an upcoming sports drama film written, co-produced, and directed by Danny Ramirez. It stars Ramirez, Maia Reficco, Lewis Pullman, Diego Calva, Camila Mendes, Mía Maestro, Gabriel Luna, Becky G, Édgar Ramírez, Eugenio Derbez, and Rosario Dawson.",Danny Ramirez,Danny Ramirez,"Victoria Alonso, Tom Culliver, Danny Ramirez, Joshua Harris, Ford Corbett","Danny Ramirez, Maia Reficco, Lewis Pullman, Diego Calva, Camila Mendes, Mía Maestro, Gabriel Luna, Becky G, Édgar Ramírez, Eugenio Derbez, Rosario Dawson",Lucas Gath,,2026,"United States, Spain",English
74,Batwara 1947,,Rajkumar Santoshi,,Aamir Khan,"Sunny Deol, Preity Zinta, Shabana Azmi, Karan Deol, Ali Fazal, Abhimanyu Singh","Santosh Sivan, [, 1, ]",Shyam Salgaonkar,13 August 2026,India,Hindi
75,Be Gentle with Yourself,"This film was theatrically released on March 5, 2026.[3]",Ivan Kitaev,"Darya Gratsevich, Olga Primachenko","Olga Filipuk, Darya Gratsevich, Darya Kaplya, Vladimir Maslov","Karina Razumovskaya, Artyom Tkachenko, Pelageya Nevzorova, Alisa Konashenkova, Olga Medynich, Lyudmila Artemeyva, Leonid Bichevin",Maksim Smirnov,,"March 5, 2026(Russia)",Russia,Russian
76,Beast Race,The film will have its world premiere at the Narrative Spotlight section of the 2026 South by Southwest Film & TV Festival on 17 March. It is scheduled to be release by Amazon MGM Studios in Brazil in 2026.[3],"Fernando Meirelles, Rodrigo Pesavento, Ernesto Solis","Marco Abujamra, Eva Klaver, Rodrigo Lages, Ernesto Solis","Vinicio Espinosa, Fernando Meirelles, Andrea Barata Ribeiro","Matheus Abreu, Rodrigo Santoro, Isis Valverde, Bruno Gagliasso, Seu Jorge",Gustavo Hadba,Lucas Gonzaga,17 March 2026(SXSW),Brazil,Portuguese
77,Beast,"Beast is a 2026 sports action drama film set in the world of mixed martial arts, and starring Russell Crowe, Luke Hemsworth and Daniel MacPherson.",Tyler Atkins,"Russell Crowe, David Frigerio","David Frigerio, John Schwarz, Michael Schwarz, Jamie Arscott, Tim O'Hair","Russell Crowe, Daniel MacPherson, Luke Hemsworth",Thomaz Labanca,Todd E. Miller,"April 10, 2026(United States)","United States, Australia",English
78,Becoming Victoria Wood,"Becoming Victoria Wood is a 2026 British documentary film directed by Catherine Abbott. Its subject is the life and work of the British comedian, writer, musician and actress Victoria Wood (1953–2016). It saw a limited theatrical run, garnering $147,395 at the British box office.",Catherine Abbott,,Heather McCorriston,,,Jane Tubb,"January 9, 2026",United Kingdom,English
79,Bedford Park,"Bedford Park is a 2026 American drama film written and directed by Stephanie Ahn in her feature directorial debut. The film stars Moon Choi, Son Suk-ku, Won Mi-kyung, Kim Eung-soo, and Jefferson White.",Stephanie Ahn,Stephanie Ahn,"Gary Foster, Chris S. Lee, Nina Yang Bongiovi, Theresa Kang, Son Suk-ku, Russ Krasnoff","Moon Choi, Son Suk-ku, Won Mi-kyung, Kim Eung-soo, Jefferson White",David McFarland,"Malcolm Jamieson, Stephanie Ahn","January 24, 2026(Sundance)",United States,English
80,Behrupiyo,Kapil Sahetya,Raja Sanjay Choksi,"Raja Sanjay Choksi, Kapil Sahetya","Kaushik Patel, Hardik Patel, Varsha Sanjay Choksi (co-producer), Raja Sanjay Choksi (co-producer)","Kinjal Rajpriya, Jayesh More, Maulik Chauhan, Denisha Ghumra, Aasheema Vardaan",Suman Kumar Sahu,Raja Sanjay Choksi,24 April 2026,India,Gujarati
81,The Beloved,The Beloved (Spanish: El ser querido) is an upcoming drama film directed by Rodrigo Sorogoyen and co-written by Isabel Peña. It stars Javier Bardem and Victoria Luengo in a father-daughter relationship.,Rodrigo Sorogoyen,,"Nacho Lavilla, Eduardo Villanueva","Javier Bardem, Victoria Luengo",Álex de Pablo,Alberto del Campo,16 May 2026(Cannes),"Spain, France",Spanish
82,The Best Summer,"The Best Summer is a 2026 documentary film directed, produced, and shot by Tamra Davis, with Shelby Meade as producer and Linda Lichter as executive producer.[1][2][3] The film documents the Summersault festival tour in Australia in late 1995 and early 1996, featuring performances and backstage footage of bands including the Beastie Boys, Sonic Youth, Foo Fighters, Pavement, Rancid, Beck, The Amps, and Bikini Kill. It had its world premiere in the Midnight section at the 2026 Sundance Film Festival.[1]",Tamra Davis,,"Tamra Davis, Shelby Meade",,Tamra Davis,Jessica Hernandez,"January 24, 2026(Sundance)",United States,English
83,Better Class,"Better Class (Spanish: Altas capacidades) is a 2026 comedy-drama film directed by Víctor García León and co-written by Borja Cobeaga. Its cast features Israel Elejalde and Marian Álvarez along with Juan Diego Botto, Natalia Reyes, Suso Nanclares, and Pilar Castro.",Víctor García León,"Borja Cobeaga, Víctor García León","Marisa Fernández Armenteros, Eneko Lizarraga Arratibel, Sandra Hermida, Nahikari Ipiña","Marian Álvarez, Israel Elejalde, Juan Diego Botto, Natalia Reyes, Suso Nanclares, Pilar Castro",Eva Díaz Iglesias,Buster Franco,7 March 2026(Málaga),"Spain, Uruguay",Spanish
84,Bhabiji Ghar Par Hain! Fun on the Run,"Bhabiji Ghar Par Hain! Fun on the Run (transl. Is Sister-in-Law at Home! Fun on the Run) is a 2026 Indian Hindi-language comedy drama film directed by Shashank Bali. Produced under Edit II Productions and Zee Cinema, the film stars Aasif Sheikh, Rohitashv Gour, Shubhangi Atre, Vidisha Srivastava, Ravi Kishan, Mukesh Tiwari and Dinesh Lal Yadav. It is based on the television series Bhabiji Ghar Par Hain! (2015).",Shashank Bali,,"Sanjay Kohli, Binaiferr Kohli","Aasif Sheikh, Rohitashv Gour, Shubhangi Atre, Vidisha Srivastava, Ravi Kishan, Mukesh Tiwari, Dinesh Lal Yadav",Arjun Kukreti,Sanjay Sankla,6 February 2026,India,Hindi
85,Bhartha Mahasayulaku Wignyapthi,"Bhartha Mahasayulaku Wignyapthi (transl. An Appeal to Husbands) is a 2026 Indian Telugu-language comedy drama film written and directed by Kishore Tirumala. The film was produced by Sudhakar Cherukuri under the banner SLV Cinemas. The film stars Ravi Teja, Ashika Ranganath, and Dimple Hayathi.[3] It was released on 13 January 2026.",Kishore Tirumala,Kishore Tirumala,Sudhakar Cherukuri,"Ravi Teja, Ashika Ranganath, Dimple Hayathi",Prasad Murella,A. Sreekar Prasad,13 January 2026,India,Telugu
